precision,recall,f1,roc_auc,pr_auc,model
0.21804511278195488,0.29591836734693877,0.2510822510822511,0.9624390238650328,0.15269705440144674,IsolationForest
0.6140350877192983,0.7142857142857143,0.660377358490566,0.9545934158694428,0.6360607060512611,autoencoder_baseline
0.6938775510204082,0.6938775510204082,0.6938775510204082,0.9708703472947986,0.695477262349534,autoencoder_tuned
0.1022727272727272,0.1894736842105263,0.1328413284132841,0.9303352289038423,0.0674323747815774,autoencoder_baseline_unsupervised
0.14925373134328357,0.42105263157894735,0.22038567493112948,0.9474167316227056,0.12067875790966966,autoencoder_tuned_unsupervised
